order_id,date,product_category,customer_segment,quantity,price,shipping_cost,lead_time_days,total_sales,delay_risk
19,2024-01-01 18:00:00,Beauty,Home Office,53,209.16123744276175,49.31084992618576,28,11085.545584466372,0
20,2024-01-01 19:00:00,Home,Corporate,70,923.2739073394781,39.672021132558335,19,64629.17351376347,0
21,2024-01-01 20:00:00,Clothing,Corporate,43,854.1394915707035,48.46775923006581,15,36727.99813754025,0
22,2024-01-01 21:00:00,Electronics,Home Office,60,777.1345979304193,28.144691550943648,19,46628.07587582516,0
23,2024-01-01 22:00:00,Clothing,Consumer,58,398.8077630819853,26.31610095308152,21,23130.85025875515,0
24,2024-01-01 23:00:00,Beauty,Corporate,49,509.33689725577915,38.99542141963661,2,24957.50796553318,0
25,2024-01-02 00:00:00,Beauty,Home Office,42,469.6884273472013,44.613106835604356,8,19726.913948582456,0
26,2024-01-02 01:00:00,Clothing,Home Office,76,260.86412648377893,48.38656081395011,18,19825.673612767197,0
27,2024-01-02 02:00:00,Clothing,Consumer,66,509.97776568727926,19.60483577146249,4,33658.53253536043,0
28,2024-01-02 03:00:00,Clothing,Consumer,11,40.19158237422692,40.94170582291875,11,442.1074061164961,0
29,2024-01-02 04:00:00,Beauty,Corporate,98,140.49226976248457,14.479051893599152,8,13768.242436723487,0
30,2024-01-02 05:00:00,Beauty,Consumer,90,887.7237002072569,29.550845603545035,28,79895.13301865313,0
31,2024-01-02 06:00:00,Electronics,Home Office,18,754.162969361109,13.093166678413962,29,13574.933448499964,1
32,2024-01-02 07:00:00,Electronics,Home Office,85,428.6397249684962,20.632881278765247,13,36434.376622322176,0
33,2024-01-02 08:00:00,Beauty,Consumer,52,521.9788586610384,46.911126524290665,23,27142.900650374,0
34,2024-01-02 09:00:00,Clothing,Consumer,46,376.29889710037764,11.574081489788874,16,17309.74926661737,0
35,2024-01-02 10:00:00,Clothing,Consumer,44,743.3720684890658,33.45804028108384,24,32708.371013518896,0
36,2024-01-02 11:00:00,Electronics,Consumer,22,786.3453074397588,31.68294228173315,22,17299.596763674694,0
37,2024-01-02 12:00:00,Beauty,Corporate,53,765.6523383011275,10.43322587190439,17,40579.57392995976,0
38,2024-01-02 13:00:00,Electronics,Consumer,59,725.385607586105,19.669056969596546,9,42797.750847580195,0
39,2024-01-02 14:00:00,Electronics,Corporate,94,212.45929530586787,30.334167703186957,7,19971.173758751578,0
40,2024-01-02 15:00:00,Home,Home Office,30,344.590279448074,13.423037404482061,29,10337.70838344222,1
41,2024-01-02 16:00:00,Home,Consumer,8,475.14698063383815,41.02806453857669,5,3801.1758450707052,0
42,2024-01-02 17:00:00,Home,Corporate,98,337.48506151337904,48.747042929063745,12,33073.536028311144,0
43,2024-01-02 18:00:00,Clothing,Consumer,57,757.3907981567456,14.664172998311242,18,43171.2754949345,0
44,2024-01-02 19:00:00,Beauty,Home Office,73,336.05998900745516,13.411038415575916,3,24532.379197544225,0
45,2024-01-02 20:00:00,Beauty,Home Office,20,146.84976591748378,25.472078230885007,29,2936.9953183496755,0
46,2024-01-02 21:00:00,Beauty,Home Office,25,405.05004752782105,38.64943747130145,7,10126.251188195527,0
47,2024-01-02 22:00:00,Beauty,Consumer,19,980.1152884545565,17.672027460586314,5,18622.190480636575,0
48,2024-01-02 23:00:00,Home,Consumer,5,233.62259880424014,5.894595891377618,4,1168.1129940212006,0
49,2024-01-03 00:00:00,Clothing,Corporate,75,616.0370723537968,29.35492826148023,8,46202.78042653476,0
50,2024-01-03 01:00:00,Clothing,Home Office,79,438.6433193413092,48.04702554952884,8,34652.82222796343,0
51,2024-01-03 02:00:00,Home,Consumer,72,80.31432197283337,22.60745849331255,17,5782.631182044002,0
52,2024-01-03 03:00:00,Clothing,Home Office,83,492.99783993807887,23.906054938239517,3,40918.82071486054,0
53,2024-01-03 04:00:00,Home,Home Office,87,705.1426853618293,48.60057727013171,9,61347.41362647915,0
54,2024-01-03 05:00:00,Beauty,Corporate,27,518.0877760695405,36.25734252320278,16,13988.369953877593,0
55,2024-01-03 06:00:00,Home,Corporate,40,873.3850031091152,37.362736527895635,28,34935.40012436461,0
56,2024-01-03 07:00:00,Beauty,Corporate,96,296.04764649100684,30.321590241698043,17,28420.574063136657,0
57,2024-01-03 08:00:00,Beauty,Corporate,26,95.38667959092527,48.85741448884587,2,2480.053669364057,0
58,2024-01-03 09:00:00,Electronics,Home Office,27,937.1999555414261,35.99899179915002,28,25304.398799618506,0
59,2024-01-03 10:00:00,Home,Corporate,62,384.4143860329368,45.276473822232624,11,23833.691934042083,0
60,2024-01-03 11:00:00,Electronics,Corporate,83,580.641495939097,36.47204895799496,8,48193.244162945055,0
61,2024-01-03 12:00:00,Home,Corporate,50,794.083094868894,38.080212117817815,17,39704.1547434447,0
62,2024-01-03 13:00:00,Home,Corporate,42,331.0705272368248,18.068491496401094,11,13904.962143946641,0
63,2024-01-03 14:00:00,Electronics,Home Office,29,719.002892795835,18.656541410621855,13,20851.083891079215,0
64,2024-01-03 15:00:00,Electronics,Corporate,39,144.06466131964976,40.23430923092131,18,5618.521791466341,0
65,2024-01-03 16:00:00,Home,Home Office,60,298.38080973345023,18.351783012645484,14,17902.848584007013,0
66,2024-01-03 17:00:00,Clothing,Consumer,41,153.26352977515472,30.32465318606892,13,6283.804720781343,0
67,2024-01-03 18:00:00,Beauty,Home Office,33,813.1182528173442,16.220853990801587,16,26832.90234297236,0
68,2024-01-03 19:00:00,Electronics,Home Office,83,230.42274287451752,41.764252136408125,15,19125.087658584955,0
69,2024-01-03 20:00:00,Beauty,Corporate,83,720.2295198511582,9.97256080524605,20,59779.05014764613,0
70,2024-01-03 21:00:00,Clothing,Consumer,97,943.865413273196,42.3250987892749,20,91554.94508750002,0
71,2024-01-03 22:00:00,Clothing,Consumer,16,532.4944869781882,32.12284102284208,27,8519.911791651011,0
72,2024-01-03 23:00:00,Clothing,Consumer,23,544.6289003380808,13.410929067218477,15,12526.464707775858,0
73,2024-01-04 00:00:00,Electronics,Consumer,7,466.4232324168339,29.39159234777532,19,3264.9626269178375,0
74,2024-01-04 01:00:00,Clothing,Home Office,26,332.6312419597063,17.712447658130323,27,8648.412290952363,1
75,2024-01-04 02:00:00,Electronics,Consumer,96,480.89848061566795,19.556030062872345,6,46166.25413910412,0
76,2024-01-04 03:00:00,Clothing,Home Office,12,606.7794569440919,20.818761871859614,21,7281.353483329102,0
77,2024-01-04 04:00:00,Beauty,Home Office,72,986.1316564489528,7.849366113754442,7,71001.4792643246,0
78,2024-01-04 05:00:00,Beauty,Home Office,5,938.386913725042,49.368275798063785,19,4691.93456862521,0
79,2024-01-04 06:00:00,Home,Consumer,92,863.5314287101905,6.419058265905084,15,79444.89144133753,0
80,2024-01-04 07:00:00,Beauty,Corporate,69,890.2392303478098,34.81235929329253,5,61426.50689399888,0
81,2024-01-04 08:00:00,Home,Corporate,49,473.1706914591225,21.705244149084375,29,23185.363881497004,0
82,2024-01-04 09:00:00,Beauty,Consumer,26,660.8698839056901,34.07046309260145,24,17182.616981547944,0
83,2024-01-04 10:00:00,Electronics,Corporate,5,896.116055706852,21.03117138894127,2,4480.58027853426,0
84,2024-01-04 11:00:00,Beauty,Corporate,22,399.02125734143954,35.31877908164864,14,8778.46766151167,0
85,2024-01-04 12:00:00,Home,Home Office,79,962.1448535620141,37.81559792607624,12,76009.44343139911,0
86,2024-01-04 13:00:00,Home,Home Office,13,421.62820144849115,36.07486881798401,4,5481.166618830385,0
87,2024-01-04 14:00:00,Clothing,Consumer,28,605.0718387392835,10.128289161116852,18,16942.01148469994,0
88,2024-01-04 15:00:00,Electronics,Consumer,33,712.7066661396482,34.56019555946081,19,23519.31998260839,0
89,2024-01-04 16:00:00,Beauty,Corporate,23,951.086092945179,17.59943972543438,26,21874.980137739116,1
90,2024-01-04 17:00:00,Clothing,Home Office,97,252.1701113117434,6.296061675620008,11,24460.50079723911,0
91,2024-01-04 18:00:00,Beauty,Consumer,18,748.6696684562559,23.667380235002927,17,13476.054032212605,0
92,2024-01-04 19:00:00,Beauty,Consumer,30,525.6074302826414,24.509439626171048,22,15768.222908479242,0
93,2024-01-04 20:00:00,Clothing,Consumer,26,275.87156921443466,26.022836000860092,14,7172.660799575301,0
94,2024-01-04 21:00:00,Clothing,Consumer,16,778.8407713984267,36.717087442582226,21,12461.452342374827,0
95,2024-01-04 22:00:00,Clothing,Consumer,77,556.7000573721081,18.89797141141066,13,42865.904417652324,0
96,2024-01-04 23:00:00,Clothing,Consumer,39,664.3640824431791,19.187623089676514,5,25910.199215283985,0
97,2024-01-05 00:00:00,Clothing,Corporate,33,329.672057892122,7.724851530856727,9,10879.177910440025,0
98,2024-01-05 01:00:00,Beauty,Home Office,26,486.46121230932897,35.906954719653314,13,12647.991520042553,0
99,2024-01-05 02:00:00,Clothing,Home Office,48,621.1807084781864,30.552174112981277,20,29816.674006952948,0
100,2024-01-05 03:00:00,Electronics,Consumer,65,410.86170612714557,20.724130071220465,16,26706.010898264463,0
101,2024-01-05 04:00:00,Home,Home Office,38,206.3888144492243,36.73350405128096,29,7842.774949070524,0
102,2024-01-05 05:00:00,Clothing,Home Office,2,962.0240873921509,29.181098715209473,17,1924.0481747843019,0
103,2024-01-05 06:00:00,Clothing,Home Office,6,516.3528646421912,26.116022564174283,13,3098.1171878531472,0
104,2024-01-05 07:00:00,Beauty,Consumer,46,736.5811665848236,28.00960446475069,21,33882.73366290188,0
105,2024-01-05 08:00:00,Clothing,Consumer,50,416.93672162049756,33.63566563701754,19,20846.836081024878,0
106,2024-01-05 09:00:00,Clothing,Home Office,38,361.5804463854592,34.70011720585698,23,13740.05696264745,0
107,2024-01-05 10:00:00,Clothing,Home Office,88,413.0926554824537,18.003101861332272,13,36352.15368245593,0
108,2024-01-05 11:00:00,Beauty,Consumer,18,415.1046773477933,11.333451352601895,17,7471.88419226028,0
109,2024-01-05 12:00:00,Clothing,Corporate,27,548.7383147825341,12.048538153573343,26,14815.93449912842,1
110,2024-01-05 13:00:00,Home,Home Office,41,548.0351712815495,33.77258986563507,29,22469.44202254353,0
111,2024-01-05 14:00:00,Beauty,Corporate,72,502.18227772404293,44.27929785952067,21,36157.12399613109,0
112,2024-01-05 15:00:00,Home,Home Office,92,143.43792706826372,23.42733252554983,12,13196.289290280261,0
113,2024-01-05 16:00:00,Beauty,Corporate,74,501.1147237155258,12.628407214825806,23,37082.48955494891,1
114,2024-01-05 17:00:00,Clothing,Corporate,17,177.41286141644497,39.04711242322346,21,3016.0186440795646,0
115,2024-01-05 18:00:00,Home,Corporate,62,134.87442843280752,42.462026348875185,15,8362.214562834066,0
116,2024-01-05 19:00:00,Beauty,Consumer,29,933.319260167756,44.626209940443495,3,27066.258544864926,0
117,2024-01-05 20:00:00,Electronics,Corporate,58,608.9005130162273,32.307414301117994,14,35316.22975494118,0
118,2024-01-05 21:00:00,Clothing,Corporate,70,662.8951575433384,43.732785172463814,15,46402.66102803369,0
119,2024-01-05 22:00:00,Beauty,Corporate,78,407.7757336300301,5.693673130178346,7,31806.507223142347,0
120,2024-01-05 23:00:00,Electronics,Home Office,22,909.8910829957156,9.825611079628558,13,20017.603825905742,0
121,2024-01-06 00:00:00,Beauty,Corporate,6,641.5511846838688,9.165923017344443,8,3849.3071081032126,0
122,2024-01-06 01:00:00,Electronics,Home Office,26,771.4781708283516,37.06721079146298,5,20058.43244153714,0
123,2024-01-06 02:00:00,Clothing,Corporate,39,374.8768443374367,8.131180259461056,29,14620.19692916003,1
124,2024-01-06 03:00:00,Home,Corporate,12,960.4117620109342,27.336396760983817,28,11524.941144131211,0
125,2024-01-06 04:00:00,Electronics,Consumer,99,822.2566772567319,26.27181043863301,8,81403.41104841646,0
126,2024-01-06 05:00:00,Beauty,Home Office,14,855.4089783843982,18.98165856012084,14,11975.725697381575,0
127,2024-01-06 06:00:00,Clothing,Corporate,22,180.47232475149673,44.16823264739449,12,3970.391144532928,0
128,2024-01-06 07:00:00,Electronics,Home Office,51,278.2535757925073,12.669494084599819,9,14190.932365417873,0
129,2024-01-06 08:00:00,Beauty,Home Office,23,292.7703336867413,20.860825297965793,28,6733.71767479505,0
130,2024-01-06 09:00:00,Beauty,Consumer,48,278.2001310144025,39.83771750103181,20,13353.606288691319,0
131,2024-01-06 10:00:00,Beauty,Consumer,71,856.8540804832451,6.369004147697791,3,60836.6397143104,0
132,2024-01-06 11:00:00,Electronics,Consumer,50,41.56594725650619,35.28276801108659,22,2078.2973628253094,0
133,2024-01-06 12:00:00,Electronics,Consumer,89,85.33898909096656,41.73789768627068,19,7595.170029096024,0
134,2024-01-06 13:00:00,Electronics,Consumer,13,281.17572192360467,46.952052747717524,27,3655.2843850068607,0
135,2024-01-06 14:00:00,Home,Consumer,85,207.87424490294921,44.43334882211682,22,17669.310816750683,0
136,2024-01-06 15:00:00,Electronics,Consumer,10,239.54101774401988,19.372285257515834,11,2395.410177440199,0
137,2024-01-06 16:00:00,Electronics,Consumer,55,799.963757360767,31.386386359532864,7,43998.00665484218,0
138,2024-01-06 17:00:00,Electronics,Corporate,9,567.4953279531264,8.478207191770963,25,5107.457951578138,1
139,2024-01-06 18:00:00,Home,Home Office,79,15.712954680038314,16.604150159660385,23,1241.3234197230267,1
140,2024-01-06 19:00:00,Electronics,Consumer,52,435.0295380471533,9.240007043637831,5,22621.53597845197,0
141,2024-01-06 20:00:00,Beauty,Consumer,2,413.80607758185533,19.183428056928374,20,827.6121551637107,0
142,2024-01-06 21:00:00,Electronics,Home Office,25,122.80581675009809,44.3834246056428,15,3070.1454187524523,0
143,2024-01-06 22:00:00,Beauty,Corporate,13,679.3803707154426,20.622507785343167,15,8831.944819300754,0
144,2024-01-06 23:00:00,Beauty,Home Office,98,705.0762164956961,30.28541463506419,19,69097.46921657822,0
145,2024-01-07 00:00:00,Beauty,Home Office,51,723.6842868615768,24.502138165172337,18,36907.89862994041,0
146,2024-01-07 01:00:00,Home,Consumer,58,731.1862361030061,25.651243593443088,19,42408.801693974354,0
147,2024-01-07 02:00:00,Home,Home Office,34,10.052298662973833,48.63074233264512,19,341.7781545411103,0
148,2024-01-07 03:00:00,Home,Home Office,35,954.3815958082549,18.32695107187361,6,33403.35585328892,0
149,2024-01-07 04:00:00,Electronics,Consumer,3,816.0666793841165,33.22960112854271,10,2448.2000381523494,0
150,2024-01-07 05:00:00,Beauty,Consumer,59,904.9418796233924,23.902820131075117,2,53391.570897780155,0
151,2024-01-07 06:00:00,Home,Consumer,70,25.486862354359793,7.75157814714588,5,1784.0803648051856,0
152,2024-01-07 07:00:00,Home,Consumer,48,934.520207827882,27.01988742309062,27,44856.969975738335,0
153,2024-01-07 08:00:00,Electronics,Home Office,64,811.6906434012236,41.600449807029875,8,51948.20117767831,0
154,2024-01-07 09:00:00,Home,Home Office,19,838.8469515291116,9.443883590675977,12,15938.09207905312,0
155,2024-01-07 10:00:00,Electronics,Corporate,67,102.35451087474883,8.131633132833905,15,6857.752228608171,0
156,2024-01-07 11:00:00,Clothing,Corporate,82,741.3902486294116,11.913418417696999,11,60794.000387611755,0
157,2024-01-07 12:00:00,Home,Home Office,73,960.3175227456701,39.39800501251877,20,70103.17916043392,0
158,2024-01-07 13:00:00,Clothing,Corporate,76,681.7618680039791,37.57979228651321,9,51813.90196830241,0
159,2024-01-07 14:00:00,Electronics,Home Office,5,574.8557905783604,30.425799600774976,4,2874.278952891802,0
160,2024-01-07 15:00:00,Beauty,Corporate,67,946.173380971507,26.070188184168458,9,63393.61652509097,0
161,2024-01-07 16:00:00,Home,Consumer,11,448.50775051709167,44.97466166161799,19,4933.585255688008,0
162,2024-01-07 17:00:00,Electronics,Corporate,94,603.300630647374,39.501402072506714,6,56710.259280853155,0
163,2024-01-07 18:00:00,Beauty,Consumer,68,481.5749105594225,41.53740130858123,21,32747.09391804073,0
164,2024-01-07 19:00:00,Beauty,Consumer,69,933.5177591466961,41.59680356077944,12,64412.72538112203,0
165,2024-01-07 20:00:00,Clothing,Consumer,1,85.32387949785219,33.92227196355011,10,85.32387949785219,0
166,2024-01-07 21:00:00,Electronics,Consumer,91,506.1085038170947,25.610658094217563,20,46055.873847355615,0
167,2024-01-07 22:00:00,Beauty,Corporate,92,690.0829169715839,43.91049886635427,13,63487.62836138572,0
168,2024-01-07 23:00:00,Home,Home Office,63,793.9874730380145,46.67033379214628,28,50021.21080139491,0
169,2024-01-08 00:00:00,Home,Consumer,29,587.188460969695,6.071271946625435,6,17028.465368121157,0
170,2024-01-08 01:00:00,Clothing,Corporate,82,909.8285666802394,7.319969296981308,17,74605.94246777963,0
171,2024-01-08 02:00:00,Beauty,Consumer,12,942.571532415033,48.14344836087968,27,11310.858388980396,0
172,2024-01-08 03:00:00,Electronics,Corporate,77,73.67603096164768,17.472227622988765,26,5673.054384046872,1
173,2024-01-08 04:00:00,Home,Corporate,41,408.3468341459606,44.30162478422384,14,16742.220199984386,0
174,2024-01-08 05:00:00,Beauty,Corporate,2,33.224431503942895,22.495780353263118,7,66.44886300788579,0
175,2024-01-08 06:00:00,Beauty,Home Office,37,336.1224908006985,10.359502592421002,17,12436.532159625844,0
176,2024-01-08 07:00:00,Clothing,Corporate,45,541.4995357908961,8.619944009420042,19,24367.479110590324,0
177,2024-01-08 08:00:00,Home,Corporate,80,911.6869812048494,12.042855458620542,18,72934.95849638796,0
178,2024-01-08 09:00:00,Home,Home Office,48,848.0887792407489,16.245193769031413,13,40708.261403555945,0
179,2024-01-08 10:00:00,Electronics,Home Office,24,136.22472940526586,26.98332592688718,28,3269.3935057263807,0
180,2024-01-08 11:00:00,Home,Corporate,99,102.10007099348675,36.56740552546026,2,10107.907028355188,0
181,2024-01-08 12:00:00,Electronics,Home Office,22,593.3746653691004,49.3879359418385,8,13054.24263812021,0
182,2024-01-08 13:00:00,Home,Consumer,11,536.7967927341948,24.867803448012697,15,5904.764720076143,0
183,2024-01-08 14:00:00,Clothing,Consumer,58,273.7138650157236,28.318322405439943,29,15875.40417091197,0
184,2024-01-08 15:00:00,Home,Home Office,46,900.4585537082969,28.4817065622465,19,41421.093470581654,0
185,2024-01-08 16:00:00,Electronics,Home Office,29,928.092745366938,29.274545996957123,24,26914.6896156412,0
186,2024-01-08 17:00:00,Electronics,Corporate,35,408.58532395676104,28.2983295697008,2,14300.486338486637,0
187,2024-01-08 18:00:00,Clothing,Home Office,15,891.399531542385,5.3948639777863026,21,13370.992973135775,1
188,2024-01-08 19:00:00,Home,Corporate,60,390.1094053203429,5.077616994942832,11,23406.56431922057,0
189,2024-01-08 20:00:00,Home,Consumer,95,739.4486635114032,9.394984315675531,16,70247.62303358331,0
190,2024-01-08 21:00:00,Clothing,Home Office,42,481.1827953722469,9.570047154313048,12,20209.67740563437,0
191,2024-01-08 22:00:00,Home,Corporate,43,131.35732494211118,36.72036090296582,5,5648.364972510781,0
192,2024-01-08 23:00:00,Home,Corporate,80,928.6548592246513,14.22122146321999,16,74292.3887379721,0
193,2024-01-09 00:00:00,Electronics,Consumer,74,459.55562744376124,45.26213471400258,22,34007.11643083833,0
194,2024-01-09 01:00:00,Home,Home Office,49,737.1421699191797,46.78728483096588,17,36119.9663260398,0
195,2024-01-09 02:00:00,Home,Consumer,64,373.5020762869792,48.91520020531544,27,23904.13288236667,0
196,2024-01-09 03:00:00,Clothing,Corporate,32,28.692069790472313,47.25865871991591,16,918.146233295114,0
197,2024-01-09 04:00:00,Clothing,Corporate,64,109.52505510491756,17.23497448633361,18,7009.603526714724,0
198,2024-01-09 05:00:00,Beauty,Home Office,2,501.25728469502513,27.93995801165806,24,1002.5145693900503,0
199,2024-01-09 06:00:00,Electronics,Corporate,24,693.0647135550988,12.895473658862345,12,16633.55312532237,0
200,2024-01-09 07:00:00,Home,Home Office,87,341.38797331348627,41.27943448275949,19,29700.753678273304,0
201,2024-01-09 08:00:00,Home,Consumer,66,698.5335745858738,44.979426731484324,29,46103.215922667674,0
202,2024-01-09 09:00:00,Beauty,Home Office,38,701.6492335376365,43.30799776838817,17,26662.670874430187,0
203,2024-01-09 10:00:00,Home,Home Office,31,706.8965482545525,24.501512691357572,28,21913.792995891126,0
204,2024-01-09 11:00:00,Electronics,Corporate,26,497.59663548030335,39.14032481090514,16,12937.512522487887,0
205,2024-01-09 12:00:00,Beauty,Corporate,29,915.737288620289,9.391062630932126,12,26556.38136998838,0
206,2024-01-09 13:00:00,Electronics,Home Office,67,494.3045528008094,6.811014677866281,14,33118.40503765423,0
207,2024-01-09 14:00:00,Beauty,Corporate,78,455.7625415616718,38.89563864389424,19,35549.4782418104,0
208,2024-01-09 15:00:00,Beauty,Corporate,25,207.38701082052071,24.140987344790766,9,5184.6752705130175,0
209,2024-01-09 16:00:00,Clothing,Corporate,48,314.57853648277313,49.79971691328061,10,15099.76975117311,0
210,2024-01-09 17:00:00,Electronics,Home Office,65,51.91114759312031,9.376439713498957,23,3374.2245935528204,1
211,2024-01-09 18:00:00,Home,Corporate,53,637.1999406800085,43.503245669085516,12,33771.59685604045,0
212,2024-01-09 19:00:00,Home,Home Office,67,256.0503864878219,26.599237948804628,18,17155.375894684068,0
213,2024-01-09 20:00:00,Electronics,Corporate,90,311.11370194061044,42.22175879767447,2,28000.23317465494,0
214,2024-01-09 21:00:00,Home,Consumer,18,773.1063764476779,41.77072769765652,12,13915.914776058202,0
215,2024-01-09 22:00:00,Home,Corporate,9,333.9489713298393,46.21964006129348,8,3005.540741968554,0
216,2024-01-09 23:00:00,Electronics,Corporate,38,249.77393309301075,18.403250507874624,9,9491.409457534408,0
217,2024-01-10 00:00:00,Beauty,Home Office,87,177.3671716423687,47.740970905790135,20,15430.943932886077,0
218,2024-01-10 01:00:00,Electronics,Home Office,21,777.1098181601363,11.825013216092913,26,16319.306181362863,1
219,2024-01-10 02:00:00,Beauty,Corporate,65,138.4091954101266,8.688594991707074,5,8996.59770165823,0
220,2024-01-10 03:00:00,Home,Consumer,21,459.21622264785,24.42269828175571,5,9643.540675604849,0
221,2024-01-10 04:00:00,Home,Corporate,27,511.86081491642244,42.27453358888292,20,13820.242002743405,0
222,2024-01-10 05:00:00,Home,Corporate,70,690.5160135588575,26.303950878505052,25,48336.12094912002,0
223,2024-01-10 06:00:00,Clothing,Consumer,44,636.9506475096655,42.317900488873136,10,28025.82849042528,0
224,2024-01-10 07:00:00,Beauty,Home Office,28,812.6134662157231,37.835906260743734,18,22753.177054040247,0
225,2024-01-10 08:00:00,Clothing,Corporate,45,54.303919586975766,14.42427737625201,19,2443.6763814139094,0
226,2024-01-10 09:00:00,Clothing,Home Office,17,303.47631753160323,47.69967312047587,2,5159.097398037255,0
227,2024-01-10 10:00:00,Electronics,Home Office,40,287.33277758762597,7.735152588323153,15,11493.311103505039,0
228,2024-01-10 11:00:00,Clothing,Consumer,3,154.55673653618715,45.422586839470775,5,463.67020960856144,0
229,2024-01-10 12:00:00,Electronics,Consumer,76,296.2864713178787,18.69995520456683,11,22517.77182015878,0
230,2024-01-10 13:00:00,Electronics,Home Office,76,316.6676610014744,27.50666374239797,24,24066.742236112055,0
231,2024-01-10 14:00:00,Clothing,Corporate,66,526.6656173082035,24.00583427153305,15,34759.930742341436,0
232,2024-01-10 15:00:00,Beauty,Home Office,46,667.0674341369935,12.732555061261229,8,30685.1019703017,0
233,2024-01-10 16:00:00,Beauty,Corporate,86,387.2895084756959,21.11660898807619,13,33306.89772890985,0
234,2024-01-10 17:00:00,Beauty,Corporate,87,722.2755290002474,13.682049633175787,23,62837.97102302152,1
235,2024-01-10 18:00:00,Beauty,Consumer,30,342.8036851937842,14.174891395723574,28,10284.110555813526,1
236,2024-01-10 19:00:00,Beauty,Corporate,69,297.38084054161277,13.417557621187116,17,20519.277997371282,0
237,2024-01-10 20:00:00,Clothing,Corporate,9,545.7761752984541,27.00578211559674,6,4911.985577686087,0
238,2024-01-10 21:00:00,Clothing,Home Office,85,33.4791967027327,40.9069115380092,12,2845.7317197322795,0
239,2024-01-10 22:00:00,Home,Consumer,11,88.99123239766037,30.603651519255845,5,978.9035563742641,0
240,2024-01-10 23:00:00,Beauty,Corporate,69,423.7898481506618,45.194296484787884,29,29241.499522395665,0
241,2024-01-11 00:00:00,Clothing,Corporate,99,943.4835842778389,33.64450198595259,14,93404.87484350606,0
242,2024-01-11 01:00:00,Home,Consumer,91,724.2966620449894,36.0203052034672,9,65910.99624609403,0
243,2024-01-11 02:00:00,Beauty,Home Office,66,97.24530380555217,35.04232533771514,8,6418.1900511664435,0
244,2024-01-11 03:00:00,Electronics,Consumer,88,847.8548326530649,25.225663693268352,12,74611.22527346971,0
245,2024-01-11 04:00:00,Home,Consumer,31,734.9777629020991,36.020246999003724,12,22784.310649965075,0
246,2024-01-11 05:00:00,Clothing,Corporate,33,614.8370604456267,8.136848591103252,27,20289.622994705678,1
247,2024-01-11 06:00:00,Electronics,Corporate,39,822.0900310030855,43.69331623620484,18,32061.511209120337,0
248,2024-01-11 07:00:00,Electronics,Home Office,94,410.0687492655275,40.00154645497628,23,38546.46243095959,0
249,2024-01-11 08:00:00,Electronics,Corporate,46,229.2860403453142,16.035348120425546,15,10547.157855884454,0
250,2024-01-11 09:00:00,Home,Corporate,37,516.9031552176717,39.56146044143371,3,19125.416743053855,0
251,2024-01-11 10:00:00,Clothing,Consumer,92,553.3533380375391,5.568917063000832,21,50908.50709945359,1
252,2024-01-11 11:00:00,Electronics,Corporate,60,542.9431082898129,14.776095761639619,22,32576.586497388776,1
253,2024-01-11 12:00:00,Beauty,Home Office,31,569.4230535653043,7.931175740190318,9,17652.114660524432,0
254,2024-01-11 13:00:00,Electronics,Consumer,11,949.217869056789,40.11021124780526,23,10441.39655962468,0
255,2024-01-11 14:00:00,Electronics,Home Office,87,903.223166865269,39.014336803027426,28,78580.41551727841,0
